Event,Year,Overall Position,Rider,Race Style,Cap,Gender,Result,Nationality,Bike,Finish Time,Finish Time - Minutes,Notes
North Cape 4000 2017,2017,41,Cristian Galli,SOLO,,MEN,FINISHED,Italy,,25d 9h 29m,36569,
BC Epic 1000 2018,2018,1,Evan Deutsch,SOLO,,MEN,FINISHED,USA,,2d 19h 46m,4066,
BC Epic 1000 2018,2018,2,Dion Clark,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 5h 13m,4633,
BC Epic 1000 2018,2018,3,David Mcinerney,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 12h 3m,5043,
BC Epic 1000 2018,2018,4,RJ Sauer,SOLO,,MEN,FINISHED,CANADA,,3d 13h 35m,5135,
BC Epic 1000 2018,2018,5,Greg Johnson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 14h 30m,5190,
BC Epic 1000 2018,2018,6,Ryan Hamilton,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 15h 23m,5243,
BC Epic 1000 2018,2018,7,Greg Grandgeorge,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 15h 37m,5257,
BC Epic 1000 2018,2018,8,Tim Bulger,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 18h 48m,5448,
BC Epic 1000 2018,2018,9,Jimmy Bisese,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 18h 48m,5448,
BC Epic 1000 2018,2018,10,Miles Carlson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 23h 29m,5729,
BC Epic 1000 2018,2018,11,James McGrew,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 0h 59m,5819,
BC Epic 1000 2018,2018,12,Janie Hayes,SOLO,,WOMEN,FINISHED,USA,,4d 1h 51m,5871,
BC Epic 1000 2018,2018,13,Carl Miller,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 43m,5983,
BC Epic 1000 2018,2018,14,Steve O’Shaughnessy,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 4h 8m,6008,
HOPE 1000 2018,2018,1,Štěpán Stránský,SOLO,,MEN,FINISHED,Czech Republic,,4d 4h 51m,6051,Men’s course record
BC Epic 1000 2018,2018,15,Ken D’Albertanson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 5h 20m,6080,
BC Epic 1000 2018,2018,16,Bart Slotman,SOLO,,MEN,FINISHED,CANADA,,4d 8h 24m,6264,
BC Epic 1000 2018,2018,17,Anna Horvath,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 4m,6304,
BC Epic 1000 2018,2018,18,Scott Tyler,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 5m,6305,
BC Epic 1000 2018,2018,19,Eric Simpson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 43m,6343,
BC Epic 1000 2018,2018,20,Ken Pommier,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 43m,6343,
HOPE 1000 2018,2018,2,Lael Wilcox,SOLO,,WOMEN,FINISHED,USA,,4d 10h 13m,6373,Women’s course record
BC Epic 1000 2018,2018,21,Dave Campbell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 10h 16m,6376,
BC Epic 1000 2018,2018,22,Eric Ross,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 10h 35m,6395,
HOPE 1000 2018,2018,3,Christoph Schnider,SOLO,,MEN,FINISHED,Switzerland,,4d 12h 27m,6507,
BC Epic 1000 2018,2018,23,Mark Brown,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 12h 46m,6526,
BC Epic 1000 2018,2018,24,Gemma Hamilton,SOLO,,WOMEN,FINISHED,Canada,,4d 13h 6m,6546,
BC Epic 1000 2018,2018,25,Frank Fodor,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 15h 44m,6704,
HOPE 1000 2018,2018,4,Migg Scherrer,SOLO,,MEN,FINISHED,Switzerland,,5d 3h 40m,7420,
BC Epic 1000 2018,2018,26,Jason de Rijk,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 6h 47m,7607,
BC Epic 1000 2018,2018,27,Andy Brinton,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 7h 31m,7651,
BC Epic 1000 2018,2018,28,Guy Stuart,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 7h 39m,7659,
BC Epic 1000 2018,2018,29,Fred Menu,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 7h 50m,7670,
BC Epic 1000 2018,2018,30,Brian Kennelly,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 9h 40m,7780,
BC Epic 1000 2018,2018,31,Jeff O’Leary,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 11h 59m,7919,
BC Epic 1000 2018,2018,32,Isaiah Bondt,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 14h 26m,8066,
BC Epic 1000 2018,2018,33,Dace Simpson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 14h 30m,8070,
HOPE 1000 2018,2018,5,Willi Felix,SOLO,,MEN,FINISHED,Switzerland,,5d 22h 6m,8526,
BC Epic 1000 2018,2018,34,Darch Oborne,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 2h 29m,8789,
BC Epic 1000 2018,2018,35,Dan Yancey,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 2h 29m,8789,
HOPE 1000 2018,2018,6,Thomas Wegmüller,SOLO,,MEN,FINISHED,Switzerland,,6d 5h 52m,8992,
BC Epic 1000 2018,2018,36,Tim Johnson,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 8h 6m,9126,
HOPE 1000 2018,2018,7,Oliver Butscher,SOLO,,MEN,FINISHED,Switzerland,,6d 8h 56m,9176,
HOPE 1000 2018,2018,8,Paddy Matter,SOLO,,MEN,FINISHED,Switzerland,,6d 9h 2m,9182,
HOPE 1000 2018,2018,9,Ian MacNab,SOLO,,MEN,FINISHED,UK,,6d 20h 44m,9884,
HOPE 1000 2018,2018,10,Kurt-Aurel Stoessel,SOLO,,MEN,FINISHED,Switzerland,,7d 4h 42m,10362,
HOPE 1000 2018,2018,11,Harald Binkert,SOLO,,MEN,FINISHED,Switzerland,,7d 8h 14m,10574,
BC Epic 1000 2018,2018,37,Matthuw Ronald-Jones,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,7d 11h 23m,10763,
HOPE 1000 2018,2018,12,Arsène Formaz,SOLO,,MEN,FINISHED,Switzerland,,7d 14h 15m,10935,
HOPE 1000 2018,2018,13,Edgar Schuler,SOLO,,MEN,FINISHED,Switzerland,,8d 2h 32m,11672,
HOPE 1000 2018,2018,14,Matthias Wegmann,SOLO,,MEN,FINISHED,Switzerland,,8d 3h 49m,11749,
HOPE 1000 2018,2018,15,Hansreudi Leuenberger,SOLO,,MEN,FINISHED,Switzerland,,8d 3h 50m,11750,
HOPE 1000 2018,2018,16,Patrick Trüb,SOLO,,MEN,FINISHED,Switzerland,,8d 3h 52m,11752,
HOPE 1000 2018,2018,17,Peter Baumann,SOLO,,MEN,FINISHED,Switzerland,,8d 7h 43m,11983,
HOPE 1000 2018,2018,18,Martin Meier,SOLO,,MEN,FINISHED,Switzerland,,8d 8h 7m,12007,
HOPE 1000 2018,2018,19,Tomas Korinek,SOLO,,MEN,FINISHED,Czech Republic,,8d 11h 8m,12188,
HOPE 1000 2018,2018,20,Tomas Kriz,SOLO,,MEN,FINISHED,Czech Republic,,8d 11h 8m,12188,
HOPE 1000 2018,2018,21,Petr Krelina,SOLO,,MEN,FINISHED,Czech Republic,,9d 6h 30m,13350,
HOPE 1000 2018,2018,22,Ulrich Bartolet,SOLO,,MEN,FINISHED,Switzerland,,9d 7h 45m,13425,
HOPE 1000 2018,2018,23,Markus Schär,SOLO,,MEN,FINISHED,Switzerland,,10d 11h 23m,15083,
HOPE 1000 2018,2018,24,Marcel Wäspi,SOLO,,MEN,FINISHED,Switzerland,,10d 11h 25m,15085,
HOPE 1000 2018,2018,25,Niklaus Bucher,SOLO,,MEN,FINISHED,Switzerland,,11d 7h 0m,16260,
HOPE 1000 2018,2018,26,Bruno Billeter,SOLO,,MEN,FINISHED,Switzerland,,11d 7h 50m,16310,
HOPE 1000 2018,2018,27,Frank Eberhard,SOLO,,MEN,FINISHED,Switzerland,,11d 7h 55m,16315,
HOPE 1000 2018,2018,28,Thomas Gemmecker,SOLO,,MEN,FINISHED,Germany,,11d 10h 11m,16451,
North Cape 4000 2018,2018,1,Ian Walker,SOLO,,MEN,FINISHED,UK,,11d 10h 43m,16483,
North Cape 4000 2018,2018,2,Aleš Zavoral,SOLO,,MEN,FINISHED,Czech Republic,,11d 18h 31m,16951,
North Cape 4000 2018,2018,3,Michal Wolff,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 21h 8m,17108,
North Cape 4000 2018,2018,4,Maximiliano Oliva,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,11d 23h 20m,17240,
North Cape 4000 2018,2018,5,Miguel Vilacha,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 1h 0m,17340,
North Cape 4000 2018,2018,6,Paolo Botti,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 5h 33m,17613,
North Cape 4000 2018,2018,7,Markus Zimmermann,SOLO,,MEN,FINISHED,Austria,,12d 5h 33m,17613,
North Cape 4000 2018,2018,8,Karol Wrobleski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 6h 20m,17660,
North Cape 4000 2018,2018,9,Arthur Hajduk,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 13h 37m,18097,
North Cape 4000 2018,2018,10,Igor Talewski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 17h 30m,18330,
North Cape 4000 2018,2018,11,Davide Girlanda,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 17h 33m,18333,
North Cape 4000 2018,2018,12,Paolo Esempi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 17h 33m,18333,
North Cape 4000 2018,2018,13,Marco Filisetti,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,12d 17h 33m,18333,
North Cape 4000 2018,2018,14,Lukasz Mirovski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 2h 55m,18895,
North Cape 4000 2018,2018,15,Rita Jett,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,13d 3h 44m,18944,
North Cape 4000 2018,2018,15,Erik Nohlin,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 3h 44m,18944,
North Cape 4000 2018,2018,17,Manlio Pasqualin,SOLO,,MEN,FINISHED,Italy,,13d 3h 58m,18958,
North Cape 4000 2018,2018,18,Eric Kampherbeek,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 6h 2m,19082,
North Cape 4000 2018,2018,19,Rudy Rollenberg,SOLO,,MEN,FINISHED,Belgium,,13d 10h 10m,19330,
North Cape 4000 2018,2018,20,Jurgen Mikusch,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 10h 10m,19330,
North Cape 4000 2018,2018,21,Michal Hampl,SOLO,,MEN,FINISHED,Czech Republic,,13d 16h 8m,19688,
North Cape 4000 2018,2018,22,Paolo Zanetta,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,13d 16h 35m,19715,
North Cape 4000 2018,2018,23,Alberto Vaghi,SOLO,,MEN,FINISHED,Italy,,13d 18h 40m,19840,
North Cape 4000 2018,2018,24,Pic Clement,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 1h 44m,20264,
North Cape 4000 2018,2018,25,Alex Latham-Boal,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 2h 29m,20309,
North Cape 4000 2018,2018,26,Janus Arthur,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 3h 50m,20390,
North Cape 4000 2018,2018,27,David Oguic,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 4h 51m,20451,
North Cape 4000 2018,2018,28,Pablo Wünsch Blanco,SOLO,,MEN,FINISHED,Switzerland,,14d 7h 9m,20589,
North Cape 4000 2018,2018,29,Katja Kircher,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,14d 7h 59m,20639,
North Cape 4000 2018,2018,30,Martin Vitzthum,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 10h 50m,20810,
North Cape 4000 2018,2018,31,Taras Trush,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 16h 30m,21150,
North Cape 4000 2018,2018,32,Giorsio Raboen,SOLO,,MEN,FINISHED,Netherlands,,14d 16h 37m,21157,
North Cape 4000 2018,2018,33,Alain Raboen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 16h 37m,21157,
North Cape 4000 2018,2018,34,Marceli Byczeck,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,14d 23h 0m,21540,
North Cape 4000 2018,2018,35,Stanislaw Piorkowski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,15d 0h 45m,21645,
North Cape 4000 2018,2018,36,Nicola Bellamoli,SOLO,,MEN,FINISHED,Italy,,15d 4h 14m,21854,
North Cape 4000 2018,2018,37,Steffen Harling,SOLO,,MEN,FINISHED,Switzerland,,15d 15h 34m,22534,
North Cape 4000 2018,2018,38,Nicola Tomelleri,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 4h 16m,23296,
North Cape 4000 2018,2018,39,Mario Ugolini,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 4h 16m,23296,
North Cape 4000 2018,2018,40,Sam Lam,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 4h 22m,23302,
North Cape 4000 2018,2018,41,Hans-Jurgen Schmitz-Rech,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 5h 28m,23368,
North Cape 4000 2018,2018,42,Riccardo Inverardi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 9h 50m,23630,
North Cape 4000 2018,2018,43,Mauro Pozzi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 9h 50m,23630,
North Cape 4000 2018,2018,44,Massimo Varini,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 9h 50m,23630,
North Cape 4000 2018,2018,45,Fausto Ottoboni,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 9h 50m,23630,
North Cape 4000 2018,2018,46,Antoine Champare,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 9h 50m,23630,
North Cape 4000 2018,2018,47,Stephen Butcher,SOLO,,MEN,FINISHED,UK,,16d 12h 32m,23792,
North Cape 4000 2018,2018,48,Alessandro LaFranconi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,16d 13h 3m,23823,
Iditarod Trail Invitational (1000) 2018,2018,1,Jay Petervary,SOLO,,MEN,FINISHED,USA,,16d 23h 59m,24479,
North Cape 4000 2018,2018,49,Dario Reda,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 4h 30m,24750,
North Cape 4000 2018,2018,50,Fabian Burri,SOLO,,MEN,FINISHED,Switzerland,,17d 4h 30m,24750,
North Cape 4000 2018,2018,51,Claudia Gugole,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,17d 5h 20m,24800,
North Cape 4000 2018,2018,52,Jonathan Stainsby,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 7h 0m,24900,
North Cape 4000 2018,2018,53,Mark Van Helmond,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 7h 0m,24900,
North Cape 4000 2018,2018,54,Heinz Rothenbuhler,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 7h 55m,24955,
North Cape 4000 2018,2018,55,Andrea Falomo,SOLO,,MEN,FINISHED,Italy,,17d 8h 7m,24967,
North Cape 4000 2018,2018,56,Francesco Paolon,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 8h 7m,24967,
North Cape 4000 2018,2018,57,Giorgio Bozza,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 8h 30m,24990,
North Cape 4000 2018,2018,58,Koen Heselmans,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 10h 55m,25135,
North Cape 4000 2018,2018,59,Luc Van Aelbroeck,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 10h 55m,25135,
North Cape 4000 2018,2018,60,Maciej Skowronek,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 10h 55m,25135,
North Cape 4000 2018,2018,61,Stefano Bressan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,17d 11h 30m,25170,
North Cape 4000 2018,2018,62,Andrea Accorsi,SOLO,,MEN,FINISHED,Italy,,18d 0h 26m,25946,
North Cape 4000 2018,2018,63,Filippo Grilli,SOLO,,MEN,FINISHED,Italy,,18d 16h 30m,26910,
North Cape 4000 2018,2018,64,Mauro Luchetta,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,18d 22h 27m,27267,
Iditarod Trail Invitational (1000) 2018,2018,2,Kevin Breitenbach,SOLO,,MEN,FINISHED,USA,,19d 2h 3m,27483,
Iditarod Trail Invitational (1000) 2018,2018,3,Jay Cable,SOLO,,MEN,FINISHED,USA,,19d 2h 3m,27483,
Iditarod Trail Invitational (1000) 2018,2018,4,Phil Hofstetter,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 2h 3m,27483,
North Cape 4000 2018,2018,65,Imantas Greitmanas,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 4h 9m,27609,
North Cape 4000 2018,2018,66,Dave Campbell,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 7h 46m,27826,
North Cape 4000 2018,2018,67,Romano Dellamore,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 8h 52m,27892,
North Cape 4000 2018,2018,68,Goran Arsovski,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,19d 11h 30m,28050,
North Cape 4000 2018,2018,69,Arnaud Katz,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 0h 58m,28858,
North Cape 4000 2018,2018,70,James Maxime,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 0h 58m,28858,
North Cape 4000 2018,2018,71,Giuseppe Rizzotto,PAIR,,MEN,FINISHED,,TRADITIONAL_GEARED,20d 6h 0m,29160,
North Cape 4000 2018,2018,71,Loreta Pavan,PAIR,,WOMEN,FINISHED,,TRADITIONAL_GEARED,20d 6h 0m,29160,
North Cape 4000 2018,2018,73,Robert Mercer,SOLO,,MEN,FINISHED,UK,,20d 6h 59m,29219,
Iditarod Trail Invitational (1000) 2018,2018,5,Troy Szczurkowski,SOLO,,MEN,FINISHED,Australia,,23d 22h 39m,34479,
Iditarod Trail Invitational (1000) 2018,2018,6,Adam Erritzoe,SOLO,,MEN,FINISHED,Denmark,,26d 4h 51m,37731,
Iditarod Trail Invitational (1000) 2018,2018,7,Craig Bullen,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 11h 41m,38141,
Iditarod Trail Invitational (1000) 2018,2018,8,Kyle Durand,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,26d 11h 41m,38141,
Iditarod Trail Invitational (1000) 2018,2018,9,Peter Ripmaster,SOLO,,MEN,FINISHED,,FOOT,26d 13h 44m,38264,
Iditarod Trail Invitational (1000) 2018,2018,10,Toni Lund,SOLO,,MEN,FINISHED,Finland,,26d 19h 18m,38598,
Iditarod Trail Invitational (1000) 2018,2018,11,Beat Jegerlehner,SOLO,,MEN,FINISHED,Switzerland,,27d 1h 47m,38987,
North Cape 4000 2018,2018,74,Milena Di Pietrantonio,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,31d 3h 0m,44820,
North Cape 4000 2018,2018,75,Tiziano Pirazzi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,31d 3h 0m,44820,
North Cape 4000 2018,2018,76,Lorenzo Gabrieli,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,31d 3h 0m,44820,
North Cape 4000 2018,2018,77,Gianfranco Reboldi,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,31d 3h 0m,44820,
North Cape 4000 2018,2018,78,Dondi Matteo,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,34d 9h 47m,49547,
BC Epic 1000 2019,2019,1,Tom Hainisch,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 16h 45m,3885,2d 16h 45m
BC Epic 1000 2019,2019,2,Seth Dubois,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,2d 20h 18m,4098,2d 20h 18m
BC Epic 1000 2019,2019,3,Lennard Pretorius,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 3h 47m,4547,3d 3h 47m
BC Epic 1000 2019,2019,4,Ben Handrich,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 6h 31m,4711,3d 6h 31m
BC Epic 1000 2019,2019,5,Phil Higuera,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 6h 31m,4711,3d 6h 31m
BC Epic 1000 2019,2019,6,Robert Bigelow-Rubin,SOLO,,MEN,FINISHED,USA,,3d 6h 31m,4711,3d 6h 31m
BC Epic 1000 2019,2019,7,Ilya Cantor,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 10h 54m,4974,3d 10h 54m
BC Epic 1000 2019,2019,8,Isaiah Bondt,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 16h 48m,5328,3d 16h 48m
BC Epic 1000 2019,2019,9,Derek Slykerman,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 19h 34m,5494,3d 19h 34m
BC Epic 1000 2019,2019,10,Kevin Nemethy,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 19h 34m,5494,3d 19h 34m
BC Epic 1000 2019,2019,11,Francois Raath,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,3d 21h 57m,5637,3d 21h 57m
BC Epic 1000 2019,2019,12,Sam Fuller,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 1h 24m,5844,4d 1h 24m
BC Epic 1000 2019,2019,13,Franck Gimard,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 24m,5964,4d 3h 24m
BC Epic 1000 2019,2019,14,Alexis Guigue,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 3h 24m,5964,4d 3h 24m
BC Epic 1000 2019,2019,15,Jos Busby,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 7h 46m,6226,4d 7h 46m
BC Epic 1000 2019,2019,16,Glen Buchanan,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 8h 13m,6253,4d 8h 13m
BC Epic 1000 2019,2019,1,Eric Ross,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 28m,6328,4d 9h 28m
BC Epic 1000 2019,2019,2,Carl Miller,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 9h 28m,6328,4d 9h 28m
HOPE 1000 2019,2019,1,Jochen Böhringer,SOLO,,MEN,FINISHED,Germany,,4d 11h 30m,6450,
HOPE 1000 2019,2019,2,Hannes Meyle,SOLO,,MEN,FINISHED,Switzerland,,4d 14h 15m,6615,
BC Epic 1000 2019,2019,17,Garth Shubert,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,4d 15h 56m,6716,4d 15h 56m
HOPE 1000 2019,2019,3,Klaus Thiel,SOLO,,MEN,FINISHED,Germany,,4d 18h 15m,6855,
HOPE 1000 2019,2019,4,Migg Scherrer,SOLO,,MEN,FINISHED,Switzerland,,4d 19h 0m,6900,
HOPE 1000 2019,2019,5,Benjamin Hastings,SOLO,,MEN,FINISHED,USA,,4d 22h 0m,7080,
HOPE 1000 2019,2019,6,Axel Brenner,SOLO,,MEN,FINISHED,Switzerland,,4d 23h 0m,7140,
BC Epic 1000 2019,2019,18,Pat Valade,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 2h 9m,7329,5d 2h 9m
BC Epic 1000 2019,2019,19,Ross Mailloux,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 2h 9m,7329,5d 2h 9m
BC Epic 1000 2019,2019,20,Dave Roll,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 2h 9m,7329,5d 2h 9m
BC Epic 1000 2019,2019,21,Kevin Barnes,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 2h 9m,7329,5d 2h 9m
HOPE 1000 2019,2019,7,Philipp Stoessel,SOLO,,MEN,FINISHED,Switzerland,,5d 5h 0m,7500,
BC Epic 1000 2019,2019,22,Brian Kennelly,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,5d 6h 15m,7575,5d 6h 15m
BC Epic 1000 2019,2019,23,Lorrie Lech,SOLO,,WOMEN,FINISHED,,TRADITIONAL_GEARED,5d 6h 48m,7608,5d 6h 48m
HOPE 1000 2019,2019,8,Radomir Cizek,SOLO,,MEN,FINISHED,Czech Republic,,5d 7h 15m,7635,
HOPE 1000 2019,2019,9,Christoph Gyr,SOLO,,MEN,FINISHED,Switzerland,,5d 8h 0m,7680,
HOPE 1000 2019,2019,10,Martin Kyburz,SOLO,,MEN,FINISHED,Switzerland,,5d 8h 0m,7680,
HOPE 1000 2019,2019,11,Adrien Liechti,SOLO,,MEN,FINISHED,Switzerland,,5d 8h 0m,7680,
HOPE 1000 2019,2019,12,Florian Figge,SOLO,,MEN,FINISHED,Germany,,5d 12h 30m,7950,
HOPE 1000 2019,2019,13,Markus Spieth,SOLO,,MEN,FINISHED,Germany,,5d 20h 45m,8445,
HOPE 1000 2019,2019,14,Matt Dewes,SOLO,,MEN,FINISHED,New Zealand,,5d 21h 15m,8475,
HOPE 1000 2019,2019,15,Domonic Maurer,SOLO,,MEN,FINISHED,Switzerland,,6d 3h 15m,8835,
HOPE 1000 2019,2019,16,Stefan Röösli,SOLO,,MEN,FINISHED,Switzerland,,6d 9h 15m,9195,
HOPE 1000 2019,2019,17,Frank Becker,SOLO,,MEN,FINISHED,Germany,,6d 11h 0m,9300,
HOPE 1000 2019,2019,18,Nils van der Heide,SOLO,,MEN,FINISHED,France,,6d 11h 0m,9300,
BC Epic 1000 2019,2019,24,Simon Crawley,SOLO,,MEN,FINISHED,,TRADITIONAL_GEARED,6d 11h 20m,9320,6d 11h 20m
HOPE 1000 2019,2019,19,Peter Baumann,SOLO,,MEN,FINISHED,Switzerland,,6d 12h 15m,9375,
HOPE 1000 2019,2019,20,Markus Schär,SOLO,,MEN,FINISHED,Switzerland,,6d 12h 30m,9390,
HOPE 1000 2019,2019,21,Ian MacNab,SOLO,,MEN,FINISHED,UK,,6d 15h 45m,9585,
HOPE 1000 2019,2019,22,Dieter Stoessel,SOLO,,MEN,FINISHED,Switzerland,,6d 15h 45m,9585,
HOPE 1000 2019,2019,23,Michael Richter,SOLO,,MEN,FINISHED,Germany,,6d 16h 45m,9645,
HOPE 1000 2019,2019,24,Werner Brunner,SOLO,,MEN,FINISHED,Switzerland,,6d 18h 15m,9735,
HOPE 1000 2019,2019,25,Greg Jacob,SOLO,,MEN,FINISHED,France,,6d 20h 45m,9885,
